tripID,CLS_ID,nbAnglers,return_date_ymd,state,RED SNAPPER_kept,RED SNAPPER_released,VERMILION SNAPPER_kept,VERMILION SNAPPER_released,KING MACKEREL_kept,KING MACKEREL_released,SPANISH MACKEREL_kept,SPANISH MACKEREL_released,RED GROUPER_kept,RED GROUPER_released,WHITE GRUNT_kept,WHITE GRUNT_released,RED PORGY_kept,RED PORGY_released
11613,192,5,2017-07-03,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11614,33,10,2017-07-03,FL,3,8,12,0,1,0,NA,NA,NA,NA,NA,NA,30,0
11615,214,4,2017-07-03,FL,8,11,14,0,1,0,NA,NA,NA,NA,NA,NA,6,0
11616,218,8,2017-07-03,FL,16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11617,156,3,2017-07-03,FL,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA
11618,79,6,2017-07-03,AL,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11619,85,11,2017-07-03,AL,22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11620,143,4,2017-07-03,AL,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11620,143,4,2017-07-03,AL,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11621,42,6,2017-07-03,AL,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11621,42,6,2017-07-03,AL,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11622,121,4,2017-07-03,AL,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11623,35,6,2017-07-03,AL,12,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11623,35,6,2017-07-03,AL,12,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11624,264,5,2017-07-03,FL,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11625,52,5,2017-07-03,AL,10,31,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
11626,72,11,2017-07-03,AL,22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11627,210,9,2017-07-03,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,6,10,2,NA,NA
11628,235,5,2017-07-03,FL,10,3,12,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA
11630,83,12,2017-07-03,AL,24,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11631,194,6,2017-07-03,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11632,199,3,2017-07-03,FL,1,1,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA
11633,57,7,2017-07-03,AL,14,3,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA
11634,200,3,2017-07-02,FL,6,0,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
11635,55,5,2017-07-03,FL,11,5,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11636,7,3,2017-07-03,FL,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11637,59,6,2017-07-03,FL,13,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11638,68,7,2017-07-03,FL,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11639,139,6,2017-07-03,AL,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11640,122,7,2017-07-03,AL,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11642,27,7,2017-07-03,FL,13,17,10,0,NA,NA,NA,NA,NA,NA,NA,NA,4,0
11644,124,5,2017-07-03,AL,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11645,27,4,2017-07-03,FL,10,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0
11646,19,5,2017-07-03,AL,10,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11647,268,6,2017-07-02,FL,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11648,268,6,2017-07-03,FL,12,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11649,201,4,2017-07-03,FL,8,34,NA,NA,NA,NA,NA,NA,4,13,NA,NA,NA,NA
11650,256,6,2017-07-03,AL,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11651,241,7,2017-07-03,FL,15,8,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA
11653,242,6,2017-07-02,FL,0,1,NA,NA,NA,NA,NA,NA,7,19,NA,NA,NA,NA
11654,43,17,2017-07-02,FL,34,0,49,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
11655,242,5,2017-07-03,FL,11,19,2,5,NA,NA,NA,NA,13,37,NA,NA,NA,NA
11656,43,7,2017-07-03,FL,14,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0
11657,37,10,2017-07-03,AL,20,15,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11659,100,6,2017-07-03,AL,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11660,71,17,2017-07-03,FL,38,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11661,192,6,2017-07-03,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11662,195,5,2017-07-03,FL,10,20,20,0,1,0,NA,NA,NA,NA,NA,NA,25,0
11663,188,8,2017-07-03,FL,21,13,11,0,1,0,NA,NA,NA,NA,NA,NA,16,0
11664,234,3,2017-07-03,FL,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11665,143,3,2017-07-03,AL,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11665,143,3,2017-07-03,AL,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11667,67,4,2017-07-03,AL,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11668,256,6,2017-07-03,AL,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11668,256,6,2017-07-03,AL,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11669,254,6,2017-07-03,AL,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11670,33,8,2017-07-03,FL,3,4,6,0,1,0,NA,NA,NA,NA,NA,NA,2,0
11671,120,14,2017-07-03,AL,24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11672,217,2,2017-07-03,FL,4,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA
11673,72,9,2017-07-03,AL,19,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11674,233,6,2017-07-03,FL,12,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11675,123,9,2017-07-03,AL,18,6,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11676,14,5,2017-07-03,FL,11,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
11677,52,6,2017-07-03,AL,12,39,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
11679,74,16,2017-07-03,AL,34,7,8,0,NA,NA,NA,NA,NA,NA,NA,NA,14,0
11681,35,6,2017-07-03,AL,12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11681,35,6,2017-07-03,AL,12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11682,83,12,2017-07-03,AL,24,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11683,122,7,2017-07-03,AL,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11684,68,5,2017-07-03,FL,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11686,86,8,2017-07-03,FL,12,6,3,0,NA,NA,NA,NA,1,0,NA,NA,6,0
11687,43,6,2017-07-03,FL,12,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,8,0
11688,16,6,2017-07-03,AL,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11689,16,6,2017-07-03,AL,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11690,268,6,2017-07-03,FL,12,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11691,100,6,2017-07-03,AL,12,2,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA
11693,158,4,2017-07-03,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,13,14,21,NA,NA
11695,42,4,2017-07-03,AL,10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11697,57,4,2017-07-03,AL,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11698,66,9,2017-07-03,FL,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11699,66,6,2017-07-03,FL,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11700,37,7,2017-07-03,AL,15,12,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11705,156,4,2017-07-04,FL,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA
11706,192,6,2017-07-04,FL,NA,NA,NA,NA,NA,NA,NA,NA,2,30,NA,NA,NA,NA
11707,211,4,2017-07-04,FL,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11708,158,6,2017-07-04,FL,NA,NA,NA,NA,NA,NA,NA,NA,1,18,10,13,NA,NA
11709,35,6,2017-07-04,AL,12,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11709,35,6,2017-07-04,AL,12,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11710,256,6,2017-07-04,AL,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11710,256,6,2017-07-04,AL,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11711,7,6,2017-07-04,FL,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11713,55,6,2017-07-04,FL,12,20,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11715,241,11,2017-07-04,FL,22,10,5,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
11717,268,5,2017-07-04,FL,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11718,143,6,2017-07-04,AL,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11719,57,14,2017-07-04,AL,28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11720,74,11,2017-07-04,AL,21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11721,139,3,2017-07-04,AL,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11722,194,4,2017-07-04,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,NA,NA
11723,43,10,2017-07-04,FL,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11724,19,3,2017-07-03,AL,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11725,72,7,2017-07-04,AL,14,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11726,52,4,2017-07-04,AL,8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11727,106,6,2017-07-04,AL,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11729,19,6,2017-07-04,AL,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11730,121,6,2017-07-04,AL,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11731,47,10,2017-07-04,FL,20,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11732,200,9,2017-07-03,FL,18,7,44,20,3,0,NA,NA,NA,NA,NA,NA,18,6
11733,200,6,2017-07-04,FL,12,3,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
11734,67,10,2017-07-04,AL,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11735,106,4,2017-07-04,AL,8,5,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11737,100,6,2017-07-04,AL,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11738,122,6,2017-07-04,AL,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11739,254,5,2017-07-04,AL,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11740,14,4,2017-07-04,FL,8,40,6,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0
11741,54,9,2017-07-04,FL,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11742,218,12,2017-07-04,FL,24,10,15,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0
11743,71,7,2017-07-04,FL,14,7,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11744,242,6,2017-07-04,FL,2,4,NA,NA,NA,NA,NA,NA,13,36,NA,NA,NA,NA
11745,79,3,2017-07-04,AL,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11746,24,7,2017-07-04,FL,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11747,37,9,2017-07-04,AL,18,12,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11748,214,3,2017-07-04,FL,6,13,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11750,123,27,2017-07-04,AL,55,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11751,27,10,2017-07-04,FL,7,28,13,0,NA,NA,NA,NA,NA,NA,NA,NA,4,0
11752,159,6,2017-07-03,FL,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11753,188,7,2017-07-04,FL,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0
11757,143,5,2017-07-04,AL,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11757,143,5,2017-07-04,AL,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11758,110,10,2017-07-04,AL,40,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11759,14,2,2017-07-04,FL,4,29,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11763,13,6,2017-07-04,FL,14,9,NA,NA,NA,NA,NA,NA,6,0,NA,NA,4,0
11764,68,4,2017-07-04,FL,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11765,233,6,2017-07-04,FL,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11766,33,7,2017-07-04,FL,4,10,7,6,NA,NA,NA,NA,NA,NA,NA,NA,7,2
11767,13,6,2017-07-04,FL,13,9,7,0,1,0,NA,NA,NA,NA,NA,NA,2,0
11768,35,3,2017-07-04,AL,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11768,35,3,2017-07-04,AL,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11769,13,6,2017-07-03,FL,5,5,11,0,1,0,NA,NA,NA,NA,NA,NA,6,0
11770,68,7,2017-07-04,FL,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11771,54,10,2017-07-04,FL,20,11,12,0,1,0,NA,NA,NA,NA,NA,NA,12,0
11772,19,5,2017-07-04,AL,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11773,256,6,2017-07-04,AL,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11774,52,5,2017-07-04,AL,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11775,100,6,2017-07-04,AL,12,3,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA
11776,106,6,2017-07-04,AL,12,7,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11777,139,6,2017-07-04,AL,12,5,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA
11779,254,6,2017-07-04,AL,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11780,235,6,2017-07-04,FL,12,0,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA
11785,42,6,2017-07-04,AL,13,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11785,42,6,2017-07-04,AL,13,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11786,143,6,2017-07-05,AL,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11787,241,5,2017-07-05,FL,11,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11788,242,5,2017-07-05,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11789,35,4,2017-07-05,AL,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11789,35,4,2017-07-05,AL,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11790,32,7,2017-06-27,FL,15,20,19,10,1,0,NA,NA,NA,NA,NA,NA,10,0
11791,32,10,2017-06-28,FL,23,29,NA,NA,NA,NA,NA,NA,41,12,NA,NA,25,0
11792,218,11,2017-07-03,FL,23,13,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11793,32,10,2017-06-28,FL,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0
11794,218,13,2017-07-05,FL,26,12,12,14,NA,NA,NA,NA,NA,NA,NA,NA,3,6
11795,32,4,2017-07-05,FL,9,13,18,3,3,0,NA,NA,NA,NA,NA,NA,6,0
11797,54,10,2017-07-05,FL,16,3,7,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA
11798,32,9,2017-06-29,FL,19,17,11,2,2,0,NA,NA,NA,NA,NA,NA,27,2
11799,66,12,2017-07-04,FL,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11800,66,8,2017-07-05,FL,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11801,110,10,2017-07-05,AL,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11802,194,5,2017-07-05,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,NA,NA
11803,42,6,2017-07-05,AL,13,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11804,121,4,2017-07-05,AL,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11805,47,8,2017-07-05,FL,16,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11806,67,5,2017-07-05,AL,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11808,33,6,2017-07-05,FL,1,10,11,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0
11809,256,5,2017-07-05,AL,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11809,256,5,2017-07-05,AL,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11810,74,10,2017-07-05,AL,19,6,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
11811,139,3,2017-07-05,AL,6,3,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA
11812,43,10,2017-07-05,FL,20,0,8,0,1,0,NA,NA,NA,NA,NA,NA,10,0
11813,79,5,2017-07-05,AL,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11816,156,3,2017-07-05,FL,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA
11817,72,5,2017-07-05,AL,12,6,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11818,100,6,2017-07-05,AL,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11819,124,6,2017-07-05,AL,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11821,199,5,2017-07-05,FL,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA
11822,235,6,2017-07-05,FL,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11823,201,4,2017-07-05,FL,8,35,NA,NA,NA,NA,NA,NA,8,14,NA,NA,NA,NA
11825,133,4,2017-07-03,FL,9,12,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA
11826,268,4,2017-07-05,FL,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11827,14,6,2017-07-05,FL,13,29,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11828,57,10,2017-07-05,AL,20,15,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA
11829,52,6,2017-07-05,AL,12,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11830,127,7,2017-08-05,FL,14,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11832,254,5,2017-07-05,AL,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11833,37,15,2017-07-05,AL,28,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11834,143,4,2017-07-05,AL,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11834,143,4,2017-07-05,AL,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11835,242,4,2017-07-05,FL,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA
11836,59,9,2017-07-05,FL,37,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11837,71,11,2017-07-05,FL,22,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11838,7,5,2017-07-05,FL,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11839,266,5,2017-07-05,FL,4,16,NA,NA,NA,NA,NA,NA,5,10,NA,NA,NA,NA
11840,123,7,2017-07-05,AL,14,15,20,0,1,0,NA,NA,NA,NA,NA,NA,4,0
11843,159,6,2017-07-04,FL,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11844,188,6,2017-07-05,FL,17,11,4,0,NA,NA,NA,NA,2,0,NA,NA,11,0
11845,68,9,2017-07-05,FL,12,5,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA
11847,256,6,2017-07-05,AL,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11847,256,6,2017-07-05,AL,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11848,200,12,2017-07-05,FL,27,19,1,2,1,0,NA,NA,NA,NA,NA,NA,23,4
11849,268,5,2017-07-05,FL,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11850,35,2,2017-07-05,AL,4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11850,35,2,2017-07-05,AL,4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11852,43,9,2017-07-05,FL,12,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,4,0
11853,52,4,2017-07-05,AL,5,22,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
11854,47,8,2017-07-05,FL,17,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11855,139,3,2017-07-05,AL,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11856,110,7,2017-07-05,AL,14,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11857,74,4,2017-07-05,AL,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11858,34,9,2017-07-05,FL,27,19,3,0,1,0,NA,NA,NA,NA,NA,NA,11,6
11859,34,8,2017-07-05,FL,28,13,6,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0
11860,57,9,2017-07-06,AL,18,6,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
11861,100,5,2017-07-05,AL,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11862,13,6,2017-07-06,FL,14,17,1,1,NA,NA,NA,NA,1,0,NA,NA,32,2
11863,33,24,2017-07-05,FL,6,15,32,10,1,0,NA,NA,NA,NA,NA,NA,15,0
11864,19,3,2017-07-05,AL,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11866,54,8,2017-07-05,FL,16,7,32,5,NA,NA,NA,NA,NA,NA,NA,NA,15,0
11871,18,6,2017-06-07,AL,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11872,18,6,2017-06-07,AL,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11873,18,6,2017-06-09,AL,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11874,18,6,2017-06-10,AL,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11875,18,6,2017-06-11,AL,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11878,18,6,2017-06-12,AL,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11879,18,6,2017-06-13,AL,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11880,18,6,2017-06-14,AL,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11881,18,6,2017-06-14,AL,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11882,18,6,2017-06-14,AL,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11883,18,6,2017-06-15,AL,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11884,18,6,2017-06-16,AL,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11885,18,6,2017-06-17,AL,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11886,18,6,2017-06-18,AL,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11887,18,6,2017-06-19,AL,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11888,159,6,2017-07-05,FL,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11889,18,6,2017-06-20,AL,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11890,18,6,2017-06-21,AL,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11891,37,4,2017-07-05,AL,3,10,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11892,218,13,2017-07-05,FL,27,16,16,11,1,0,NA,NA,NA,NA,NA,NA,8,4
11895,143,3,2017-07-06,AL,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11895,143,3,2017-07-06,AL,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
