tripID,CLS_ID,nbAnglers,return_date_ymd,state,RED SNAPPER_kept,RED SNAPPER_released,VERMILION SNAPPER_kept,VERMILION SNAPPER_released,KING MACKEREL_kept,KING MACKEREL_released,SPANISH MACKEREL_kept,SPANISH MACKEREL_released,RED GROUPER_kept,RED GROUPER_released,WHITE GRUNT_kept,WHITE GRUNT_released,RED PORGY_kept,RED PORGY_released
8339,202,3,2017-04-02,FL,NA,NA,NA,NA,3,12,NA,NA,2,15,10,20,NA,NA
8340,13,3,2017-04-02,FL,0,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5
8341,233,62,2017-04-02,FL,0,20,15,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0
8342,14,5,2017-04-02,FL,0,17,10,0,NA,NA,NA,NA,NA,NA,NA,NA,21,0
8343,241,11,2017-04-02,FL,0,21,6,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0
8344,246,6,2017-03-27,FL,NA,NA,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA,NA
8345,246,6,2017-03-27,FL,NA,NA,NA,NA,16,4,NA,NA,NA,NA,NA,NA,NA,NA
8346,91,6,2017-04-02,FL,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8347,86,9,2017-04-02,FL,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8348,158,5,2017-04-02,FL,NA,NA,NA,NA,NA,NA,NA,NA,1,27,18,10,NA,NA
8349,156,5,2017-04-02,FL,NA,NA,NA,NA,5,10,6,0,NA,NA,NA,NA,NA,NA
8350,242,5,2017-04-02,FL,NA,NA,NA,NA,1,0,NA,NA,0,6,30,60,NA,NA
8351,74,10,2017-04-02,AL,NA,NA,71,0,NA,NA,NA,NA,NA,NA,NA,NA,32,0
8352,14,4,2017-04-02,FL,0,16,33,2,NA,NA,NA,NA,NA,NA,NA,NA,19,0
8356,192,5,2017-04-03,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8357,156,3,2017-04-03,FL,NA,NA,NA,NA,8,18,13,0,NA,NA,NA,NA,NA,NA
8358,214,5,2017-04-02,FL,0,2,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA
8361,188,5,2017-04-04,FL,2,13,34,3,1,10,NA,NA,NA,NA,NA,NA,19,0
8362,214,4,2017-04-04,FL,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0
8363,54,16,2017-04-04,FL,0,11,19,0,NA,NA,NA,NA,NA,NA,NA,NA,16,0
8364,241,6,2017-04-04,FL,NA,NA,NA,NA,1,0,28,3,NA,NA,NA,NA,NA,NA
8365,32,6,2017-04-04,FL,1,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,30,5
8366,43,11,2017-04-04,FL,NA,NA,18,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0
8367,74,8,2017-04-04,AL,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,21,0
8368,47,8,2017-04-04,FL,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8369,192,6,2017-04-04,FL,NA,NA,NA,NA,NA,NA,NA,NA,12,30,NA,NA,NA,NA
8370,14,5,2017-04-04,FL,2,19,37,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0
8371,241,6,2017-04-04,FL,0,22,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8372,214,6,2017-04-04,FL,0,4,12,0,NA,NA,NA,NA,0,1,NA,NA,4,0
8373,43,4,2017-04-04,FL,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0
8375,84,4,2017-04-04,FL,0,14,2,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0
8376,233,6,2017-04-04,FL,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8377,195,2,2017-03-31,FL,NA,NA,NA,NA,NA,NA,30,0,NA,NA,NA,NA,NA,NA
8378,54,10,2017-04-04,FL,0,6,19,0,NA,NA,NA,NA,NA,NA,NA,NA,25,0
8379,241,6,2017-04-05,FL,NA,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,NA,NA
8382,246,6,2017-03-29,FL,NA,NA,NA,NA,17,10,NA,NA,NA,NA,NA,NA,NA,NA
8383,231,4,2017-04-05,FL,NA,NA,NA,NA,10,4,NA,NA,NA,NA,NA,NA,NA,NA
8384,192,6,2017-04-05,FL,NA,NA,NA,NA,NA,NA,NA,NA,11,30,NA,NA,NA,NA
8385,194,6,2017-04-05,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8386,194,5,2017-04-05,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8387,32,5,2017-04-06,FL,NA,NA,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA
8388,241,6,2017-04-06,FL,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA
8390,46,10,2017-04-06,FL,NA,NA,1,0,NA,NA,8,0,NA,NA,NA,NA,1,0
8391,57,9,2017-04-06,AL,0,15,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA
8392,214,4,2017-04-06,FL,0,9,21,0,1,0,1,0,NA,NA,NA,NA,9,0
8393,241,7,2017-04-06,FL,NA,NA,NA,NA,2,0,2,0,NA,NA,NA,NA,NA,NA
8394,14,6,2017-04-06,FL,0,41,4,0,NA,NA,NA,NA,NA,NA,NA,NA,27,0
8395,43,7,2017-04-06,FL,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,32,0
8396,37,7,2017-04-04,AL,1,23,25,2,NA,NA,NA,NA,NA,NA,NA,NA,17,0
8397,43,8,2017-04-07,FL,NA,NA,NA,NA,NA,NA,11,0,NA,NA,NA,NA,1,0
8398,14,4,2017-04-07,FL,0,15,6,0,NA,NA,16,0,NA,NA,NA,NA,4,0
8399,195,4,2017-04-07,FL,NA,NA,NA,NA,NA,NA,14,0,NA,NA,NA,NA,NA,NA
8400,241,6,2017-04-07,FL,0,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0
8401,54,10,2017-04-07,FL,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0
8402,218,7,2017-04-04,FL,0,21,12,3,NA,NA,NA,NA,NA,NA,NA,NA,17,0
8403,57,8,2017-04-07,AL,0,25,NA,NA,1,0,6,0,NA,NA,NA,NA,NA,NA
8404,68,9,2017-02-22,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0
8405,68,14,2017-03-13,FL,NA,NA,18,0,NA,NA,NA,NA,NA,NA,NA,NA,34,0
8406,46,5,2017-04-07,FL,0,12,20,5,NA,NA,2,0,NA,NA,NA,NA,18,0
8407,68,10,2017-03-16,FL,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA
8408,139,6,2017-04-07,AL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0
8409,68,9,2017-03-21,FL,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA
8411,37,10,2017-04-07,AL,NA,NA,NA,NA,NA,NA,16,0,NA,NA,NA,NA,NA,NA
8412,32,5,2017-04-07,FL,15,65,20,5,NA,NA,NA,NA,1,0,NA,NA,25,0
8413,13,5,2017-04-07,FL,0,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8414,13,3,2017-04-07,FL,0,14,14,9,NA,NA,NA,NA,NA,NA,NA,NA,11,3
8417,241,5,2017-04-07,FL,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA
8418,37,5,2017-04-07,AL,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA
8419,188,2,2017-04-07,FL,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
8420,43,17,2017-04-07,FL,NA,NA,10,0,0,1,9,0,NA,NA,NA,NA,15,0
8423,241,10,2017-04-08,FL,0,8,16,0,NA,NA,NA,NA,NA,NA,NA,NA,41,0
8424,14,6,2017-04-08,FL,0,14,44,0,NA,NA,2,0,NA,NA,NA,NA,9,0
8425,43,7,2017-04-08,FL,NA,NA,5,0,NA,NA,11,0,NA,NA,NA,NA,1,0
8426,37,10,2017-04-08,AL,0,26,35,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0
8427,32,7,2017-04-08,FL,2,25,35,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0
8428,47,9,2017-04-08,FL,NA,NA,20,2,2,0,NA,NA,NA,NA,NA,NA,1,1
8429,54,9,2017-04-08,FL,0,10,18,0,2,0,NA,NA,NA,NA,NA,NA,39,0
8430,139,4,2017-04-08,AL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0
8431,192,2,2017-04-08,FL,NA,NA,NA,NA,NA,NA,NA,NA,2,20,NA,NA,NA,NA
8432,123,10,2017-04-08,AL,NA,NA,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8433,34,5,2017-04-08,FL,15,43,18,2,3,0,NA,NA,NA,NA,NA,NA,5,1
8434,34,7,2017-04-04,FL,3,7,16,2,NA,NA,NA,NA,NA,NA,NA,NA,39,2
8435,57,12,2017-04-08,AL,0,42,8,0,NA,NA,39,0,NA,NA,NA,NA,NA,NA
8436,13,4,2017-04-08,FL,0,11,11,3,3,0,NA,NA,NA,NA,NA,NA,9,2
8437,13,5,2017-04-08,FL,0,13,20,6,NA,NA,NA,NA,NA,NA,NA,NA,62,5
8438,195,5,2017-04-08,FL,NA,NA,NA,NA,NA,NA,25,0,NA,NA,NA,NA,NA,NA
8439,37,8,2017-04-08,AL,0,29,35,0,NA,NA,NA,NA,NA,NA,NA,NA,23,0
8441,202,4,2017-04-09,FL,NA,NA,NA,NA,7,7,NA,NA,0,2,NA,NA,NA,NA
8442,214,2,2017-04-09,FL,0,1,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8443,242,4,2017-04-09,FL,0,4,NA,NA,1,0,NA,NA,1,17,NA,NA,NA,NA
8444,192,6,2017-04-09,FL,NA,NA,NA,NA,NA,NA,NA,NA,2,35,NA,NA,NA,NA
8445,201,4,2017-04-09,FL,NA,NA,0,15,NA,NA,NA,NA,4,20,NA,NA,NA,NA
8447,91,6,2017-04-09,FL,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8448,194,4,2017-04-09,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8449,194,3,2017-04-09,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8450,231,5,2017-04-09,FL,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
8451,231,5,2017-04-09,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,15,NA,NA
8452,246,4,2017-03-30,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,25,NA,NA
8453,158,5,2017-04-09,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,16,NA,NA
8454,158,6,2017-04-09,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,13,3,26,NA,NA
8455,242,4,2017-04-10,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,11,15,25,NA,NA
8457,202,4,2017-04-10,FL,NA,NA,NA,NA,1,8,NA,NA,5,18,15,30,NA,NA
8458,246,2,2017-03-30,FL,NA,NA,NA,NA,8,6,NA,NA,NA,NA,NA,NA,NA,NA
8459,33,8,2017-04-10,FL,NA,NA,NA,NA,4,0,33,0,NA,NA,NA,NA,NA,NA
8460,154,6,2017-04-02,FL,NA,NA,NA,NA,6,0,1,0,NA,NA,NA,NA,NA,NA
8461,68,9,2017-04-10,FL,NA,NA,20,0,NA,NA,10,0,NA,NA,NA,NA,15,0
8462,246,6,2017-04-01,FL,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA
8463,158,4,2017-04-10,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,9,5,19,NA,NA
8464,158,3,2017-04-10,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,11,13,27,NA,NA
8465,242,4,2017-04-10,FL,0,2,NA,NA,NA,NA,NA,NA,0,8,25,30,NA,NA
8466,217,3,2017-04-10,FL,NA,NA,NA,NA,6,34,NA,NA,0,3,NA,NA,NA,NA
8467,194,6,2017-04-10,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8468,242,5,2017-04-11,FL,0,5,NA,NA,1,0,NA,NA,0,4,NA,NA,NA,NA
8469,192,6,2017-04-11,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8470,86,5,2017-04-11,FL,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0
8472,202,4,2017-04-11,FL,NA,NA,NA,NA,2,8,NA,NA,6,12,29,50,NA,NA
8473,54,8,2017-04-11,FL,0,8,29,0,NA,NA,NA,NA,NA,NA,NA,NA,14,0
8474,127,7,2017-04-17,FL,NA,NA,8,12,NA,NA,NA,NA,NA,NA,NA,NA,11,22
8475,37,7,2017-04-11,AL,0,18,14,0,2,0,7,0,NA,NA,NA,NA,NA,NA
8476,242,6,2017-04-11,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,40,NA,NA
8477,201,4,2017-04-11,FL,NA,NA,NA,NA,NA,NA,NA,NA,3,15,NA,NA,NA,NA
8478,246,6,2017-04-02,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,25,NA,NA
8479,246,4,2017-04-02,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,20,NA,NA
8480,246,4,2017-04-03,FL,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA
8481,14,6,2017-04-11,FL,1,72,30,3,NA,NA,NA,NA,NA,NA,NA,NA,6,4
8482,192,6,2017-04-11,FL,NA,NA,NA,NA,NA,NA,NA,NA,2,30,NA,NA,NA,NA
8484,260,6,2017-04-11,FL,0,1,NA,NA,NA,NA,NA,NA,0,2,30,30,NA,NA
8485,194,6,2017-04-11,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8486,194,4,2017-04-11,FL,NA,NA,NA,NA,NA,NA,NA,NA,2,43,NA,NA,NA,NA
8487,158,3,2017-04-11,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,7,12,28,NA,NA
8489,158,3,2017-04-11,FL,NA,NA,NA,NA,NA,NA,NA,NA,1,16,6,18,NA,NA
8491,242,4,2017-04-12,FL,0,6,NA,NA,NA,NA,NA,NA,0,8,25,25,NA,NA
8493,188,7,2017-04-12,FL,3,55,37,7,NA,NA,NA,NA,NA,NA,NA,NA,22,0
8494,241,6,2017-04-12,FL,NA,NA,NA,NA,5,0,2,0,NA,NA,NA,NA,NA,NA
8495,214,2,2017-04-12,FL,0,1,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA
8497,211,4,2017-04-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,12,45,60,NA,NA
8499,158,5,2017-04-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,11,10,18,NA,NA
8500,71,12,2017-04-12,FL,NA,NA,109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8501,260,4,2017-04-12,FL,0,20,NA,NA,NA,NA,NA,NA,0,12,NA,NA,NA,NA
8502,202,2,2017-04-12,FL,NA,NA,NA,NA,1,4,NA,NA,4,12,NA,NA,NA,NA
8503,127,16,2017-04-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9
8504,192,6,2017-04-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,12,20,NA,NA,NA,NA
8505,86,4,2017-04-12,FL,0,7,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8507,84,9,2017-04-12,FL,0,15,31,0,NA,NA,NA,NA,NA,NA,NA,NA,61,0
8508,158,3,2017-04-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8509,37,10,2017-04-12,AL,2,26,41,0,NA,NA,2,0,NA,NA,NA,NA,17,0
8511,74,8,2017-04-11,AL,NA,NA,12,0,1,0,6,0,NA,NA,NA,NA,NA,NA
8512,74,6,2017-04-12,AL,NA,NA,35,0,NA,NA,14,0,NA,NA,NA,NA,NA,NA
8516,201,3,2017-04-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,6,9,NA,NA,NA,NA
8517,242,4,2017-04-12,FL,0,4,NA,NA,3,0,NA,NA,NA,NA,10,20,NA,NA
8518,194,6,2017-04-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8519,194,5,2017-04-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8520,109,10,2017-04-11,FL,NA,NA,95,0,NA,NA,NA,NA,NA,NA,NA,NA,30,0
8521,46,5,2017-04-12,FL,0,10,36,18,1,0,NA,NA,NA,NA,NA,NA,23,0
8524,202,2,2017-04-13,FL,0,4,NA,NA,0,6,NA,NA,4,6,NA,NA,NA,NA
8525,242,4,2017-04-13,FL,0,1,NA,NA,1,0,NA,NA,NA,NA,29,30,NA,NA
8526,214,6,2017-04-13,FL,NA,NA,43,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8528,14,6,2017-04-13,FL,0,44,37,3,NA,NA,NA,NA,NA,NA,NA,NA,9,0
8529,210,10,2017-04-13,FL,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
8530,54,7,2017-04-13,FL,0,8,19,0,NA,NA,NA,NA,NA,NA,NA,NA,56,0
8531,242,4,2017-04-13,FL,NA,NA,NA,NA,1,0,2,0,NA,NA,NA,NA,NA,NA
8532,202,2,2017-04-13,FL,NA,NA,NA,NA,1,3,NA,NA,4,8,NA,NA,NA,NA
8533,194,2,2017-04-13,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8534,192,6,2017-04-13,FL,NA,NA,NA,NA,NA,NA,NA,NA,12,30,NA,NA,NA,NA
8536,214,4,2017-04-13,FL,NA,NA,34,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA
8537,188,6,2017-04-12,FL,2,19,24,3,NA,NA,NA,NA,NA,NA,NA,NA,24,0
8541,242,6,2017-04-13,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,6,32,30,NA,NA
8542,200,4,2017-03-09,FL,NA,NA,14,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5
8543,200,8,2017-03-11,FL,0,1,81,6,NA,NA,NA,NA,NA,NA,NA,NA,10,42
8544,200,4,2017-03-13,FL,0,7,15,11,NA,NA,NA,NA,NA,NA,NA,NA,7,26
8545,200,4,2017-03-14,FL,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
8546,200,7,2017-03-15,FL,0,3,3,1,NA,NA,4,0,NA,NA,NA,NA,3,5
8547,200,4,2017-03-15,FL,2,15,3,0,NA,NA,NA,NA,NA,NA,NA,NA,17,30
8548,200,8,2017-03-16,FL,0,4,33,0,NA,NA,NA,NA,NA,NA,NA,NA,22,22
8549,200,4,2017-03-17,FL,0,3,3,0,NA,NA,NA,NA,0,1,NA,NA,5,0
8550,200,7,2017-03-17,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8551,200,7,2017-03-18,FL,1,11,24,0,3,0,NA,NA,NA,NA,NA,NA,10,19
8553,200,11,2017-03-20,FL,0,3,32,14,NA,NA,NA,NA,NA,NA,NA,NA,7,18
8554,246,4,2017-04-05,FL,NA,NA,NA,NA,12,2,NA,NA,NA,NA,NA,NA,NA,NA
8555,200,7,2017-03-21,FL,1,0,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA
8556,246,5,2017-04-10,FL,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA
8557,200,9,2017-03-22,FL,1,8,39,26,NA,NA,NA,NA,NA,NA,NA,NA,10,29
8558,200,9,2017-03-29,FL,0,7,19,26,NA,NA,NA,NA,NA,NA,NA,NA,15,68
8559,200,13,2017-03-30,FL,0,9,35,0,NA,NA,NA,NA,NA,NA,NA,NA,43,21
8560,200,4,2017-03-31,FL,NA,NA,NA,NA,NA,NA,15,41,NA,NA,NA,NA,NA,NA
8561,200,8,2017-04-02,FL,1,7,21,7,NA,NA,NA,NA,NA,NA,NA,NA,55,72
8562,200,6,2017-04-04,FL,0,7,27,7,NA,NA,NA,NA,NA,NA,NA,NA,22,5
8563,200,12,2017-04-04,FL,0,2,16,7,NA,NA,NA,NA,NA,NA,NA,NA,26,3
8564,200,5,2017-04-07,FL,3,24,10,0,NA,NA,12,6,NA,NA,NA,NA,40,14
8565,200,5,2017-04-08,FL,0,6,30,1,NA,NA,32,4,NA,NA,NA,NA,31,4
8566,192,6,2017-04-14,FL,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,NA,NA,NA
8567,199,2,2017-04-11,FL,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,NA
8568,199,3,2017-04-14,FL,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA
8569,202,4,2017-04-14,FL,NA,NA,NA,NA,0,3,NA,NA,2,14,16,22,NA,NA
8570,86,8,2017-04-14,FL,0,35,47,5,NA,NA,NA,NA,NA,NA,NA,NA,3,0
8571,34,7,2017-04-14,FL,7,26,29,2,NA,NA,NA,NA,NA,NA,NA,NA,56,12
8572,214,6,2017-04-14,FL,0,17,16,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
8574,246,4,2017-04-10,FL,NA,NA,NA,NA,NA,NA,27,20,NA,NA,NA,NA,NA,NA
8575,246,5,2017-04-11,FL,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
8576,13,5,2017-04-14,FL,3,14,12,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0
8577,242,4,2017-04-14,FL,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
8578,188,4,2017-04-14,FL,0,7,45,9,NA,NA,NA,NA,NA,NA,NA,NA,6,0
8579,192,6,2017-04-14,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8580,47,10,2017-04-14,FL,NA,NA,50,0,2,0,NA,NA,NA,NA,NA,NA,30,0
8581,210,7,2017-04-15,FL,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,NA,NA,NA
8582,158,3,2017-04-14,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,12,4,26,NA,NA
8583,158,6,2017-04-14,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,11,NA,NA
8586,46,9,2017-04-14,FL,0,18,11,6,NA,NA,3,0,NA,NA,NA,NA,4,0
8587,159,6,2017-04-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,12,49,NA,NA,NA,NA
8588,241,10,2017-04-15,FL,0,8,18,2,2,0,NA,NA,NA,NA,NA,NA,3,0
8589,199,5,2017-04-15,FL,NA,NA,NA,NA,1,0,8,1,NA,NA,NA,NA,NA,NA
8590,14,5,2017-04-15,FL,NA,NA,NA,NA,1,0,23,1,NA,NA,NA,NA,NA,NA
8591,242,3,2017-04-15,FL,NA,NA,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA
8592,86,5,2017-04-15,FL,0,4,29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8593,68,7,2017-04-14,FL,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,25,0
8594,91,6,2017-04-15,FL,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8595,109,8,2017-04-12,FL,NA,NA,70,0,1,0,NA,NA,NA,NA,NA,NA,33,0
8596,109,6,2017-04-15,FL,NA,NA,39,0,NA,NA,NA,NA,NA,NA,NA,NA,10,0
8597,194,2,2017-04-14,FL,NA,NA,NA,NA,NA,NA,NA,NA,4,65,NA,NA,NA,NA
8598,194,5,2017-04-15,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8599,194,5,2017-04-15,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8600,214,5,2017-04-15,FL,NA,NA,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8602,251,5,2017-04-16,FL,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA
8603,32,6,2017-04-16,FL,1,15,15,2,1,0,NA,NA,NA,NA,NA,NA,25,0
8604,214,5,2017-04-16,FL,0,63,40,6,NA,NA,NA,NA,NA,NA,NA,NA,9,0
8605,47,12,2017-04-16,FL,NA,NA,15,0,2,0,NA,NA,NA,NA,NA,NA,2,0
8606,14,5,2017-04-16,FL,0,81,50,11,NA,NA,NA,NA,NA,NA,NA,NA,2,0
8608,14,4,2017-04-16,FL,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA
8610,192,3,2017-04-17,FL,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA,NA,NA
8611,32,3,2017-04-17,FL,NA,NA,9,4,0,12,NA,NA,NA,NA,NA,NA,20,0
8612,214,6,2017-04-17,FL,0,41,53,8,NA,NA,NA,NA,NA,NA,NA,NA,2,0
8614,158,2,2017-04-15,FL,NA,NA,NA,NA,NA,NA,NA,NA,4,31,3,18,NA,NA
8615,158,4,2017-04-17,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,24,6,15,NA,NA
8616,241,10,2017-04-17,FL,NA,NA,6,0,1,0,NA,NA,NA,NA,NA,NA,7,0
8618,14,6,2017-04-17,FL,3,104,60,17,2,0,NA,NA,NA,NA,NA,NA,9,0
8620,68,6,2017-04-17,FL,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,10,0
8621,202,4,2017-04-17,FL,NA,NA,NA,NA,1,0,NA,NA,7,20,12,20,NA,NA
8622,201,4,2017-04-17,FL,NA,NA,NA,NA,NA,NA,NA,NA,6,15,NA,NA,NA,NA
8623,209,4,2017-04-17,FL,0,10,1,0,NA,NA,NA,NA,5,22,NA,NA,NA,NA
8624,91,6,2017-04-16,FL,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8625,194,5,2017-04-17,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8626,14,4,2017-04-17,FL,1,11,37,2,NA,NA,NA,NA,NA,NA,NA,NA,18,0
8627,194,6,2017-04-17,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8629,123,8,2017-04-17,AL,2,14,14,0,1,0,NA,NA,NA,NA,NA,NA,11,0
8630,159,6,2017-04-17,FL,NA,NA,NA,NA,NA,NA,NA,NA,14,58,NA,NA,NA,NA
8631,214,5,2017-04-18,FL,NA,NA,47,8,NA,NA,NA,NA,1,0,NA,NA,NA,NA
8632,158,4,2017-04-17,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,11,12,21,NA,NA
8633,158,5,2017-04-18,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,21,10,14,NA,NA
8634,202,4,2017-04-18,FL,NA,NA,NA,NA,2,6,NA,NA,0,12,NA,NA,NA,NA
8635,32,6,2017-04-18,FL,2,25,40,5,NA,NA,NA,NA,NA,NA,NA,NA,50,10
8640,200,4,2017-04-18,FL,NA,NA,NA,NA,0,1,21,2,NA,NA,NA,NA,NA,NA
